Township,TownshipFull,Range,RangeFull,Section,SectionFull,Edited_PLSS,Description and Class,Description,Formatted_Description,Aliquot_Description,MATCH_TERM,Mineral Acres,County,Notes,Code,Beneficiary
15,15,18,18,36,SN36,015018SN36,ALL - C,ALL ,,,015018SN36,640,Ziebach,,C,Common School
15,15,19,19,16,SN16,015019SN16,ALL - C,ALL ,,,015019SN16,640,Ziebach,,C,Common School
15,15,20,20,16,SN16,015020SN16,ALL - C,ALL ,,,015020SN16,640,Ziebach,,C,Common School
15,15,21,21,16,SN16,015021SN16,ALL - C,ALL ,,,015021SN16,640,Ziebach,,C,Common School
15,15,21,21,36,SN36,015021SN36,ALL - C,ALL ,,,015021SN36,640,Ziebach,,C,Common School
16,16,17,17,36,SN36,016017SN36,ALL - C,ALL ,,,016017SN36,640,Ziebach,,C,Common School
16,16,18,18,16,SN16,016018SN16,ALL - C,ALL ,,,016018SN16,640,Ziebach,,C,Common School
16,16,18,18,36,SN36,016018SN36,ALL - C,ALL ,,,016018SN36,640,Ziebach,,C,Common School
16,16,19,19,16,SN16,016019SN16,ALL - C,ALL ,,,016019SN16,640,Ziebach,,C,Common School
16,16,19,19,22,SN22,016019SN22,ALL - R,ALL ,,,016019SN22,640,Ziebach,,R,Rural Credit
16,16,19,19,36,SN36,016019SN36,ALL - C,ALL ,,,016019SN36,640,Ziebach,,C,Common School
16,16,20,20,16,SN16,016020SN16,ALL - C,ALL ,,,016020SN16,640,Ziebach,,C,Common School
16,16,21,21,16,SN16,016021SN16,ALL - C,ALL ,,,016021SN16,640,Ziebach,,C,Common School
16,16,21,21,36,SN36,016021SN36,ALL - C,ALL ,,,016021SN36,640,Ziebach,,C,Common School
17,17,18,18,36,SN36,017018SN36,ALL - C,ALL ,,,017018SN36,640,Ziebach,,C,Common School
17,17,19,19,16,SN16,017019SN16,ALL - C,ALL ,,,017019SN16,640,Ziebach,,C,Common School
17,17,19,19,34,SN34,017019SN34,ALL - R,ALL ,,,017019SN34,640,Ziebach,,R,Rural Credit
17,17,19,19,36,SN36,017019SN36,ALL - C,ALL ,,,017019SN36,640,Ziebach,,C,Common School
17,17,20,20,16,SN16,017020SN16,ALL - C,ALL ,,,017020SN16,640,Ziebach,,C,Common School
17,17,20,20,36,SN36,017020SN36,ALL - C,ALL ,,,017020SN36,640,Ziebach,,C,Common School
17,17,21,21,16,SN16,017021SN16,ALL - C,ALL ,,,017021SN16,640,Ziebach,,C,Common School
17,17,21,21,36,SN36,017021SN36,ALL - C,ALL ,,,017021SN36,640,Ziebach,,C,Common School
41,41,36,36,12,SN12,041036SN12,ALL - R,ALL ,,,041036SN12,640,Washabaugh,,R,Rural Credit
1,1,21,21,7,SN07,001021SN07,"LOTS 3,4, E2, E2SW - R",E2,E½,AE½,001021SN07AE½,468.53,Jackson,,R,Rural Credit
1,1,24,24,7,SN07,001024SN07,"LOTS 1,2, E2, E2NW - R",E2,E½,AE½,001024SN07AE½,469.68,Jackson,,R,Rural Credit
2,2,26,26,36,SN36,002026SN36,"LOTS 1,2,3,4,5, E2, NE4SW, S2SW - C",E2,E½,AE½,002026SN36AE½,562.2,Jones,,C,Common School
2,2,27,27,30,SN30,002027SN30,"LOTS 1,2,3,4, E2, E2W2 - R",E2,E½,AE½,002027SN30AE½,633.76,Jones,,R,Rural Credit
2,2,31,31,19,SN19,002031SN19,"LOTS 1,2,3,4, E2, E2W2 - R",E2,E½,AE½,002031SN19AE½,627.4,Jones,,R,Rural Credit
125,125,69,69,7,SN07,125069SN07,"LOTS 1,2,3,4, E2, E2W2 - I",E2,E½,AE½,125069SN07AE½,644.16,McPherson,,I,Indemnity
125,125,69,69,18,SN18,125069SN18,"LOTS 1,2,3,4, E2, E2W2 - I",E2,E½,AE½,125069SN18AE½,643.8,McPherson,,I,Indemnity
127,127,68,68,30,SN30,127068SN30,"LOTS 1,2,3,4, E2, E2W2 - R",E2,E½,AE½,127068SN30AE½,635.12,McPherson,,R,Rural Credit
126,126,55,55,18,SN18,126055SN18,"LOTS 1,2,3,4, E2, E2NW  - D",E2,E½,AE½,126055SN18AE½,538.46,Marshall,,D,School for the Deaf
126,126,55,55,19,SN19,126055SN19,"LOTS 1,2,3,4,5, E2, E2SW  - D",E2,E½,AE½,126055SN19AE½,605.66,Marshall,,D,School for the Deaf
126,126,55,55,30,SN30,126055SN30,"LOTS 1,2,3,4,5, E2, E2W2  - D",E2,E½,AE½,126055SN30AE½,641.04,Marshall,,D,School for the Deaf
3,3,12,12,18,SN18,003012SN18,"LOT 1, E2, NE4NW - R",E2,E½,AE½,003012SN18AE½,397.81,Meade,,R,Rural Credit
3,3,14,14,18,SN18,003014SN18,"LOTS 1,2,3,4, E2, E2W2 - D",E2,E½,AE½,003014SN18AE½,642.72,Meade,,D,School for the Deaf
3,3,14,14,19,SN19,003014SN19,"LOTS 1,2,3,4, E2, E2W2 - D",E2,E½,AE½,003014SN19AE½,641.12,Meade,,D,School for the Deaf
3,3,14,14,31,SN31,003014SN31,"LOTS 1,2,3,4, E2, E2W2 - M",E2,E½,AE½,003014SN31AE½,640.16,Meade,,M,School of Mines
4,4,11,11,31,SN31,004011SN31,"LOTS 1,2,3,4, E2, E2W2 - M",E2,E½,AE½,004011SN31AE½,627.32,Meade,,M,School of Mines
4,4,12,12,18,SN18,004012SN18,"LOTS 1,2,3,4, E2, E2W2 - U",E2,E½,AE½,004012SN18AE½,609.1,Meade,,U,State University
4,4,12,12,19,SN19,004012SN19,"LOTS 1,2,3,4, E2, E2W2 - U",E2,E½,AE½,004012SN19AE½,609.4,Meade,,U,State University
4,4,12,12,30,SN30,004012SN30,"LOTS 1,2, E2, E2NW - D",E2,E½,AE½,004012SN30AE½,465.82,Meade,,D,School for the Deaf
4,4,12,12,31,SN31,004012SN31,"LOTS 1,2,3,4, E2, E2W2 - D",E2,E½,AE½,004012SN31AE½,621.16,Meade,,D,School for the Deaf
4,4,13,13,18,SN18,004013SN18,"LOTS 3,4, E2, E2SW - T",E2,E½,AE½,004013SN18AE½,474.21,Meade,,T,Training School
4,4,13,13,19,SN19,004013SN19,"LOTS 1,2,3,4, E2, E2W2 - T",E2,E½,AE½,004013SN19AE½,625.98,Meade,,T,Training School
10,10,15,15,30,SN30,010015SN30,"LOTS 1,2,3,4, E2, E2W2  - R",E2,E½,AE½,010015SN30AE½,636.6,Meade,,R,Rural Credit
11,11,10,10,30,SN30,011010SN30,"LOTS 1,2,3,4, E2, E2W2  - I",E2,E½,AE½,011010SN30AE½,641.08,Meade,,I,Indemnity
42,42,25,25,31,SN31,042025SN31,"LOTS 1,2,3,4, E2, E2W2 - I",E2,E½,AE½,042025SN31AE½,645.52,Mellette,,I,Indemnity
43,43,25,25,30,SN30,043025SN30,"LOTS 1,2, E2, E2NW - R",E2,E½,AE½,043025SN30AE½,479.56,Mellette,,R,Rural Credit
117,117,73,73,18,SN18,117073SN18,"LOTS 3,4, E2, E2SW - A",E2,E½,AE½,117073SN18AE½,476.55,Potter,,A,College of Agriculture
117,117,78,78,7,SN07,117078SN07,"LOTS 1,2,3,4, E2, E2W2 - U",E2,E½,AE½,117078SN07AE½,652.92,Potter,,U,State University
118,118,73,73,7,SN07,118073SN07,"LOTS 1,2, E2, E2NW - A",E2,E½,AE½,118073SN07AE½,471.84,Potter,,A,College of Agriculture
118,118,73,73,18,SN18,118073SN18,"LOTS 3,4, E2, E2SW - A",E2,E½,AE½,118073SN18AE½,472.37,Potter,,A,College of Agriculture
118,118,73,73,19,SN19,118073SN19,"LOTS 1,2, E2, E2NW - A",E2,E½,AE½,118073SN19AE½,473.36,Potter,,A,College of Agriculture
120,120,78,78,16,SN16,120078SN16,"LOTS 1,2,3, E2, SE4NW, E2SW, SW4SW - C",E2,E½,AE½,120078SN16AE½,581.1,Potter,,C,Common School
114,114,65,65,18,SN18,114065SN18,"LOTS 1,2,3,4, E2, E2W2 - R",E2,E½,AE½,114065SN18AE½,605.96,Spink,,R,Rural Credit
96,96,79,79,16,SN16,096079SN16,"LOTS 1,2, E2, NW4, NE4SW - C",E2,E½,AE½,096079SN16AE½,594.33,Tripp,,C,Common School
122,122,75,75,19,SN19,122075SN19,"LOTS 1,2, E2, E2NW - FM",E2,E½,AE½,122075SN19AE½,482.77,Walworth,,FM,Feeble Minded
122,122,75,75,30,SN30,122075SN30,"LOT 3, E2, E2SW - FM",E2,E½,AE½,122075SN30AE½,441.97,Walworth,,FM,Feeble Minded
96,96,56,56,20,SN20,096056SN20,"LOT 2, E2, S2NW, N2SW, SE4SW - R",E2,E½,AE½,096056SN20AE½,556.25,Yankton,,R,Rural Credit
11,11,22,22,18,SN18,011022SN18,"LOTS 1,2, E2, E2NW - R",E2,E½,AE½,011022SN18AE½,464.33,Ziebach,,R,Rural Credit
12,12,20,20,30,SN30,012020SN30,"LOTS 1,2,3,4, E2, E2W2 - R",E2,E½,AE½,012020SN30AE½,609.64,Ziebach,,R,Rural Credit
13,13,20,20,7,SN07,013020SN07,"LOTS 3,4, E2, E2SW - R",E2,E½,AE½,013020SN07AE½,477.74,Ziebach,,R,Rural Credit
14,14,18,18,19,SN19,014018SN19,"LOTS 1,2,3,4, E2,  E2W2 - R",E2,E½,AE½,014018SN19AE½,638.48,Ziebach,,R,Rural Credit
111,111,70,70,7,SN07,111070SN07,"LOTS 1,2,3,4, E2 - R",E2,E½,AE½,111070SN07AE½,445.08,Hand,,R,Rural Credit
128,128,67,67,7,SN07,128067SN07,"LOTS 1,2,3,4,5,6,7,8,9,10,12, E2 - A",E2,E½,AE½,128067SN07AE½,722.24,McPherson,,A,College of Agriculture
128,128,67,67,19,SN19,128067SN19,"LOTS 3,4,5,6,9,10,11,12, E2 - A",E2,E½,AE½,128067SN19AE½,620.28,McPherson,,A,College of Agriculture
128,128,67,67,30,SN30,128067SN30,"LOTS 2,3,4,5,6,7,8,9,10,11,12, E2 - A",E2,E½,AE½,128067SN30AE½,729.06,McPherson,,A,College of Agriculture
128,128,67,67,31,SN31,128067SN31,"LOTS 1,2,3,4,5,6,7,8,9,10,11,12, E2 - A",E2,E½,AE½,128067SN31AE½,756.04,McPherson,,A,College of Agriculture
43,43,28,28,33,SN33,043028SN33,"LOTS 1,2,3,4,5,6,7,8, E2 - R",E2,E½,AE½,043028SN33AE½,604.65,Mellette,,R,Rural Credit
95,95,79,79,16,SN16,095079SN16,"LOTS 1,2,3,4, E2 - C",E2,E½,AE½,095079SN16AE½,396.56,Tripp,,C,Common School
103,103,79,79,36,SN36,103079SN36,"LOTS 1,2,3,4, E2 - C",E2,E½,AE½,103079SN36AE½,357.4,Tripp,,C,Common School
10,10,17,17,36,SN36,010017SN36,"LOTS 5,6,7,8, E2 - C",E2,E½,AE½,010017SN36AE½,406.92,Ziebach,,C,Common School
12,12,17,17,36,SN36,012017SN36,"LOTS 5,6,7,8, E2 - C",E2,E½,AE½,012017SN36AE½,398.44,Ziebach,,C,Common School
17,17,17,17,26,SN26,017017SN26,"LOTS 5,6,7,8, E2 - R",E2,E½,AE½,017017SN26AE½,503.4,Ziebach,,R,Rural Credit
17,17,17,17,35,SN35,017017SN35,"LOTS 5,6,7,8, E2 - R",E2,E½,AE½,017017SN35AE½,505.32,Ziebach,,R,Rural Credit
36,36,33,33,18,SN18,036033SN18,"E2, E2W2 - I",E2,E½,AE½,036033SN18AE½,480,Bennett,,I,Indemnity
123,123,61,61,36,SN36,123061SN36,"E2, S2SW - C",E2,E½,AE½,123061SN36AE½,400,Brown,,C,Common School
14,14,7,7,28,SN28,014007SN28,"E2, E2W2 - I",E2,E½,AE½,014007SN28AE½,480,Butte,,I,Indemnity
14,14,7,7,33,SN33,014007SN33,"E2, E2W2 - I",E2,E½,AE½,014007SN33AE½,480,Butte,,I,Indemnity
104,104,62,62,36,SN36,104062SN36,"E2, E2NW, NW4NW - C",E2,E½,AE½,104062SN36AE½,440,Davison,,C,Common School
99,99,63,63,36,SN36,099063SN36,"E2, E2NW, S2SW - C",E2,E½,AE½,099063SN36AE½,480,Douglas,,C,Common School
99,99,66,66,16,SN16,099066SN16,"E2, NW4NW, S2NW, N2SW, SE4SW - C",E2,E½,AE½,099066SN16AE½,560,Douglas,,C,Common School
100,100,66,66,36,SN36,100066SN36,"E2, E2W2, NW4NW, NW4SW - C",E2,E½,AE½,100066SN36AE½,560,Douglas,,C,Common School
124,124,69,69,28,SN28,124069SN28,E2 - NN,E2,E½,AE½,124069SN28AE½,320,Edmunds,,NN,Northern Normal
111,111,66,66,33,SN33,111066SN33,"E2, S2SW - R",E2,E½,AE½,111066SN33AE½,400,Hand,,R,Rural Credit
112,112,69,69,21,SN21,112069SN21,"E2, N2NW, NE4SE4NW, N2SW - R",E2,E½,AE½,112069SN21AE½,490,Hand,,R,Rural Credit
115,115,67,67,13,SN13,115067SN13,"E2, E2E2NW - R",E2,E½,AE½,115067SN13AE½,360,Hand,,R,Rural Credit
116,116,70,70,22,SN22,116070SN22,"E2, E2W2 - M",E2,E½,AE½,116070SN22AE½,480,Hand,,M,School of Mines
110,110,74,74,9,SN09,110074SN09,"E2, E2NW - R",E2,E½,AE½,110074SN09AE½,400,Hughes,,R,Rural Credit
1,1,21,21,34,SN34,001021SN34,"E2, NE4SW, S2SW - R",E2,E½,AE½,001021SN34AE½,440,Jackson,,R,Rural Credit
108,108,65,65,36,SN36,108065SN36,"E2, E2NW - C",E2,E½,AE½,108065SN36AE½,400,Jerauld,,C,Common School
2,2,26,26,34,SN34,002026SN34,"E2, E2W2 - R",E2,E½,AE½,002026SN34AE½,480,Jones,,R,Rural Credit
1,1,26,26,23,SN23,001026SN23,"E2, SE4SW - R",E2,E½,AE½,001026SN23AE½,360,Jones,,R,Rural Credit
2,2,31,31,28,SN28,002031SN28,"E2, SE4SW - R",E2,E½,AE½,002031SN28AE½,360,Jones,,R,Rural Credit
109,109,55,55,16,SN16,109055SN16,"E2, S2NW, SW4 - C",E2,E½,AE½,109055SN16AE½,560,Kingsburg,,C,Common School
106,106,54,54,16,SN16,106054SN16,"E2, NW4SW, SE4SW - C",E2,E½,AE½,106054SN16AE½,400,Lake,,C,Common School
6,6,3,3,16,SN16,006003SN16,"E2, E2NW - C",E2,E½,AE½,006003SN16AE½,400,Lawrence,,C,Common School
6,6,4,4,36,SN36,006004SN36,"E2, E2W2, SW4NW, W2SW - C",E2,E½,AE½,006004SN36AE½,600,Lawrence,,C,Common School
102,102,56,56,36,SN36,102056SN36,"E2, E2W2, NW4SW - C",E2,E½,AE½,102056SN36AE½,520,McCook,,C,Common School
125,125,69,69,11,SN11,125069SN11,"E2, SW4 - I",E2,E½,AE½,125069SN11AE½,480,McPherson,,I,Indemnity
125,125,70,70,33,SN33,125070SN33,"E2, S2NW, E2SW - A",E2,E½,AE½,125070SN33AE½,480,McPherson,,A,College of Agriculture
125,125,72,72,16,SN16,125072SN16,"E2, N2NW, SE4NW, SE4 - C",E2,E½,AE½,125072SN16AE½,600,McPherson,,C,Common School
125,125,73,73,13,SN13,125073SN13,"E2, SW4 - R",E2,E½,AE½,125073SN13AE½,480,McPherson,,R,Rural Credit
126,126,68,68,9,SN09,126068SN09,"E2, SW4 - NN",E2,E½,AE½,126068SN09AE½,480,McPherson,,NN,Northern Normal
126,126,69,69,12,SN12,126069SN12,"E2, SW4 - NN",E2,E½,AE½,126069SN12AE½,480,McPherson,,NN,Northern Normal
126,126,69,69,22,SN22,126069SN22,"E2, N2NW - A",E2,E½,AE½,126069SN22AE½,400,McPherson,,A,College of Agriculture
126,126,69,69,23,SN23,126069SN23,"E2, NW4, SE4SW - E",E2,E½,AE½,126069SN23AE½,520,McPherson,,E,#NAME?
126,126,69,69,32,SN32,126069SN32,"E2, N2NW, SW4NW, NW4SW - A",E2,E½,AE½,126069SN32AE½,480,McPherson,,A,College of Agriculture
126,126,71,71,29,SN29,126071SN29,"E2, SW4 - M",E2,E½,AE½,126071SN29AE½,480,McPherson,,M,School of Mines
126,126,72,72,25,SN25,126072SN25,"E2, NW4 - N",E2,E½,AE½,126072SN25AE½,480,McPherson,,N,Normal School
126,126,73,73,36,SN36,126073SN36,"E2, NW4, E2SW - C",E2,E½,AE½,126073SN36AE½,560,McPherson,,C,Common School
127,127,68,68,29,SN29,127068SN29,"E2, NW4 - NN",E2,E½,AE½,127068SN29AE½,480,McPherson,,NN,Northern Normal
127,127,68,68,32,SN32,127068SN32,"E2, SW4 - B",E2,E½,AE½,127068SN32AE½,480,McPherson,,B,School for the Blind
127,127,68,68,35,SN35,127068SN35,"E2, SW4 - NN",E2,E½,AE½,127068SN35AE½,480,McPherson,,NN,Northern Normal
127,127,69,69,14,SN14,127069SN14,"E2, SW4 - A",E2,E½,AE½,127069SN14AE½,480,McPherson,,A,College of Agriculture
127,127,69,69,22,SN22,127069SN22,"E2, E2NW, SW4NW - E",E2,E½,AE½,127069SN22AE½,440,McPherson,,E,#NAME?
127,127,69,69,27,SN27,127069SN27,"E2, NE4SW - E",E2,E½,AE½,127069SN27AE½,360,McPherson,,E,#NAME?
128,128,66,66,21,SN21,128066SN21,E2 - NN,E2,E½,AE½,128066SN21AE½,320,McPherson,,NN,Northern Normal
126,126,55,55,8,SN08,126055SN08,"E2, NW4NW, S2SW - D",E2,E½,AE½,126055SN08AE½,440,Marshall,,D,School for the Deaf
127,127,56,56,27,SN27,127056SN27,"E2, NW4NW, SE4NW, NE4SW, W2SW -  T",E2,E½,AE½,127056SN27AE½,520,Marshall,,T,Training School
128,128,54,54,15,SN15,128054SN15,"E2, NE4NW, SE4SW - R",E2,E½,AE½,128054SN15AE½,400,Marshall,,R,Rural Credit
3,3,13,13,22,SN22,003013SN22,E2 - PB,E2,E½,AE½,003013SN22AE½,320,Meade,,PB,Public Buildings
42,42,32,32,16,SN16,042032SN16,"E2, N2NW, S2SW - C",E2,E½,AE½,042032SN16AE½,480,Mellette,,C,Common School
106,106,57,57,16,SN16,106057SN16,"E2, E2W2, SW4NW - C",E2,E½,AE½,106057SN16AE½,520,Miner,,C,Common School
108,108,50,50,16,SN16,108050SN16,"E2, NE4NW, S2NW, SE4SW - C",E2,E½,AE½,108050SN16AE½,480,Moody,,C,Common School
117,117,73,73,8,SN08,117073SN08,"E2, NW4 - A",E2,E½,AE½,117073SN08AE½,480,Potter,,A,College of Agriculture
117,117,73,73,20,SN20,117073SN20,"E2, NW4 - A",E2,E½,AE½,117073SN20AE½,480,Potter,,A,College of Agriculture
117,117,73,73,21,SN21,117073SN21,"E2, NW4 - A",E2,E½,AE½,117073SN21AE½,480,Potter,,A,College of Agriculture
117,117,73,73,29,SN29,117073SN29,"E2, NW4 - A",E2,E½,AE½,117073SN29AE½,480,Potter,,A,College of Agriculture
118,118,73,73,11,SN11,118073SN11,"E2, NW4 - N",E2,E½,AE½,118073SN11AE½,480,Potter,,N,Normal School
118,118,73,73,21,SN21,118073SN21,"E2, NW4 - A",E2,E½,AE½,118073SN21AE½,480,Potter,,A,College of Agriculture
118,118,73,73,27,SN27,118073SN27,"E2, NW4 - A",E2,E½,AE½,118073SN27AE½,480,Potter,,A,College of Agriculture
118,118,73,73,29,SN29,118073SN29,"E2, NW4 - A",E2,E½,AE½,118073SN29AE½,480,Potter,,A,College of Agriculture
118,118,73,73,33,SN33,118073SN33,"E2, NW4 - A",E2,E½,AE½,118073SN33AE½,480,Potter,,A,College of Agriculture
118,118,78,78,16,SN16,118078SN16,"E2, NE4NW, W2NW  - C",E2,E½,AE½,118078SN16AE½,440,Potter,,C,Common School
119,119,74,74,35,SN35,119074SN35,"E2, NW4 - A",E2,E½,AE½,119074SN35AE½,480,Potter,,A,College of Agriculture
119,119,78,78,8,SN08,119078SN08,"E2, SE4SW - I",E2,E½,AE½,119078SN08AE½,360,Potter,,I,Indemnity
105,105,59,59,36,SN36,105059SN36,"E2, E2W2 - C",E2,E½,AE½,105059SN36AE½,480,Sanborn,,C,Common School
105,105,61,61,36,SN36,105061SN36,"E2, E2W2, SW4SW - C",E2,E½,AE½,105061SN36AE½,520,Sanborn,,C,Common School
105,105,62,62,16,SN16,105062SN16,"E2, W2NW, SW4 - C",E2,E½,AE½,105062SN16AE½,560,Sanborn,,C,Common School
106,106,59,59,16,SN16,106059SN16,"E2, E2NW, SW4 - C",E2,E½,AE½,106059SN16AE½,560,Sanborn,,C,Common School
106,106,60,60,16,SN16,106060SN16,"E2, E2W2, SW4SW - C",E2,E½,AE½,106060SN16AE½,520,Sanborn,,C,Common School
106,106,61,61,16,SN16,106061SN16,"E2, E2W2, NW4NW, SW4SW - C",E2,E½,AE½,106061SN16AE½,560,Sanborn,,C,Common School
107,107,60,60,16,SN16,107060SN16,"E2, E2NW, NW4NW, S2SW - C",E2,E½,AE½,107060SN16AE½,520,Sanborn,,C,Common School
108,108,62,62,16,SN16,108062SN16,"E2, S2NW, SW4 - C",E2,E½,AE½,108062SN16AE½,560,Sanborn,,C,Common School
116,116,62,62,16,SN16,116062SN16,"E2, NE4NW, SE4SW - C",E2,E½,AE½,116062SN16AE½,400,Spink,,C,Common School
117,117,62,62,16,SN16,117062SN16,"E2, N2NW, S2SW - C",E2,E½,AE½,117062SN16AE½,480,Spink,,C,Common School
36,36,29,29,9,SN09,036029SN09,"E2, NW4 - R",E2,E½,AE½,036029SN09AE½,480,Todd,,R,Rural Credit
97,97,74,74,16,SN16,097074SN16,"E2, NW4 - C",E2,E½,AE½,097074SN16AE½,480,Tripp,,C,Common School
97,97,78,78,34,SN34,097078SN34,"E2, NW4 - R",E2,E½,AE½,097078SN34AE½,480,Tripp,,R,Rural Credit
101,101,78,78,26,SN26,101078SN26,"E2, NW4 - R",E2,E½,AE½,101078SN26AE½,480,Tripp,,R,Rural Credit
102,102,78,78,25,SN25,102078SN25,"E2, NE4NW - R",E2,E½,AE½,102078SN25AE½,360,Tripp,,R,Rural Credit
121,121,76,76,28,SN28,121076SN28,"E2, N2NW - FM",E2,E½,AE½,121076SN28AE½,400,Walworth,,FM,Feeble Minded
122,122,74,74,34,SN34,122074SN34,E2 - FM,E2,E½,AE½,122074SN34AE½,320,Walworth,,FM,Feeble Minded
122,122,75,75,32,SN32,122075SN32,E2 - FM,E2,E½,AE½,122075SN32AE½,320,Walworth,,FM,Feeble Minded
122,122,76,76,12,SN12,122076SN12,E2 - FM,E2,E½,AE½,122076SN12AE½,320,Walworth,,FM,Feeble Minded
95,95,56,56,28,SN28,095056SN28,"E2, NE corner of NE4SW - R",E2,E½,AE½,095056SN28AE½,322,Yankton,,R,Rural Credit
11,11,19,19,36,SN36,011019SN36,"E2, E2SW, E2W2SW - C ",E2,E½,AE½,011019SN36AE½,440,Ziebach,,C,Common School
11,11,21,21,16,SN16,011021SN16,"E2, E2E2NW - C",E2,E½,AE½,011021SN16AE½,360,Ziebach,,C,Common School
12,12,19,19,16,SN16,012019SN16,"E2, SW4 - C ",E2,E½,AE½,012019SN16AE½,480,Ziebach,,C,Common School
12,12,19,19,31,SN31,012019SN31,E2 - R ,E2,E½,AE½,012019SN31AE½,320,Ziebach,,R,Rural Credit
13,13,20,20,11,SN11,013020SN11,E2 - I ,E2,E½,AE½,013020SN11AE½,320,Ziebach,,I,Indemnity
13,13,20,20,17,SN17,013020SN17,E2 - R ,E2,E½,AE½,013020SN17AE½,320,Ziebach,,R,Rural Credit
13,13,21,21,11,SN11,013021SN11,E2 - I ,E2,E½,AE½,013021SN11AE½,320,Ziebach,,I,Indemnity
14,14,21,21,20,SN20,014021SN20,E2 - I ,E2,E½,AE½,014021SN20AE½,320,Ziebach,,I,Indemnity
14,14,21,21,35,SN35,014021SN35,E2 - I ,E2,E½,AE½,014021SN35AE½,320,Ziebach,,I,Indemnity
16,16,21,21,34,SN34,016021SN34,"E2, W2SW - R",E2,E½,AE½,016021SN34AE½,400,Ziebach,,R,Rural Credit
17,17,18,18,29,SN29,017018SN29,"E2, NW4  - R",E2,E½,AE½,017018SN29AE½,480,Ziebach,,R,Rural Credit
40,40,37,37,10,SN10,040037SN10,"E2, NW4 - R",E2,E½,AE½,040037SN10AE½,480,Washabaugh,,R,Rural Credit
102,102,63,63,36,SN36,102063SN36,E2 - C,E2 ,E½,AE½,102063SN36AE½,320,Aurora,,C,Common School
102,102,65,65,21,SN21,102065SN21,E2 - R,E2 ,E½,AE½,102065SN21AE½,320,Aurora,,R,Rural Credit
105,105,65,65,17,SN17,105065SN17,E2 - R,E2 ,E½,AE½,105065SN17AE½,320,Aurora,,R,Rural Credit
109,109,62,62,26,SN26,109062SN26,E2 - R,E2 ,E½,AE½,109062SN26AE½,320,Beadle,,R,Rural Credit
109,109,64,64,26,SN26,109064SN26,E2 - R,E2 ,E½,AE½,109064SN26AE½,320,Beadle,,R,Rural Credit
110,110,62,62,22,SN22,110062SN22,E2 - R,E2 ,E½,AE½,110062SN22AE½,320,Beadle,,R,Rural Credit
110,110,62,62,27,SN27,110062SN27,E2 - R,E2 ,E½,AE½,110062SN27AE½,320,Beadle,,R,Rural Credit
112,112,65,65,25,SN25,112065SN25,E2 - R,E2 ,E½,AE½,112065SN25AE½,320,Beadle,,R,Rural Credit
113,113,60,60,32,SN32,113060SN32,E2 - R,E2 ,E½,AE½,113060SN32AE½,320,Beadle,,R,Rural Credit
113,113,62,62,14,SN14,113062SN14,E2 - R,E2 ,E½,AE½,113062SN14AE½,320,Beadle,,R,Rural Credit
113,113,65,65,18,SN18,113065SN18,E2 - R,E2 ,E½,AE½,113065SN18AE½,320,Beadle,,R,Rural Credit
35,35,34,34,17,SN17,035034SN17,E2 - I,E2 ,E½,AE½,035034SN17AE½,320,Bennett,,I,Indemnity
37,37,38,38,19,SN19,037038SN19,E2 - R,E2 ,E½,AE½,037038SN19AE½,320,Bennett,,R,Rural Credit
38,38,34,34,32,SN32,038034SN32,E2 - I,E2 ,E½,AE½,038034SN32AE½,320,Bennett,,I,Indemnity
39,39,38,38,14,SN14,039038SN14,E2 - I,E2 ,E½,AE½,039038SN14AE½,320,Bennett,,I,Indemnity
125,125,60,60,12,SN12,125060SN12,E2 - R,E2 ,E½,AE½,125060SN12AE½,320,Brown,,R,Rural Credit
126,126,60,60,15,SN15,126060SN15,E2 - R,E2 ,E½,AE½,126060SN15AE½,320,Brown,,R,Rural Credit
127,127,65,65,7,SN07,127065SN07,E2 - R,E2 ,E½,AE½,127065SN07AE½,320,Brown,,R,Rural Credit
127,127,65,65,20,SN20,127065SN20,E2 - R,E2 ,E½,AE½,127065SN20AE½,320,Brown,,R,Rural Credit
128,128,60,60,24,SN24,128060SN24,E2 - I,E2 ,E½,AE½,128060SN24AE½,320,Brown,,I,Indemnity
101,101,70,70,35,SN35,101070SN35,E2 - R,E2 ,E½,AE½,101070SN35AE½,320,Brule,,R,Rural Credit
103,103,67,67,8,SN08,103067SN08,E2 - R,E2 ,E½,AE½,103067SN08AE½,320,Brule,,R,Rural Credit
103,103,68,68,29,SN29,103068SN29,E2 - R,E2 ,E½,AE½,103068SN29AE½,320,Brule,,R,Rural Credit
104,104,68,68,15,SN15,104068SN15,E2 - R,E2 ,E½,AE½,104068SN15AE½,320,Brule,,R,Rural Credit
105,105,67,67,20,SN20,105067SN20,E2 - R,E2 ,E½,AE½,105067SN20AE½,320,Brule,,R,Rural Credit
105,105,67,67,27,SN27,105067SN27,E2 - R,E2 ,E½,AE½,105067SN27AE½,320,Brule,,R,Rural Credit
105,105,69,69,17,SN17,105069SN17,E2 - R,E2 ,E½,AE½,105069SN17AE½,320,Brule,,R,Rural Credit
105,105,69,69,26,SN26,105069SN26,E2 - R,E2 ,E½,AE½,105069SN26AE½,320,Brule,,R,Rural Credit
105,105,70,70,22,SN22,105070SN22,E2 - R,E2 ,E½,AE½,105070SN22AE½,320,Brule,,R,Rural Credit
