state,managing_agency,rights_type,state_enabling_act,OBJECTID,TRACTID,county,township,range,section,aliquot,TRUST,,trust_name,net_acres,acres,lease_status,lessee
ND,Commissioner of University and School Lands,Subsurface,"1391 Stat. 676-684, esp. 679-81 (1889)",135450,4300510,SIOUX,129,82,4,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1392 Stat. 676-684, esp. 679-81 (1889)",135497,1900760,GRANT,131,85,36,LOT 3,A,COMMON SCHOOLS,COMMON SCHOOLS,6.730000000000000,6.730000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1393 Stat. 676-684, esp. 679-81 (1889)",135512,4301090,SIOUX,129,84,36,S2SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1394 Stat. 676-684, esp. 679-81 (1889)",135514,4302700,SIOUX,130,83,18,"E2SW4, LOTS 3,4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,79.140000000000001,158.270000000000010,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1395 Stat. 676-684, esp. 679-81 (1889)",135521,4302680,SIOUX,130,83,16,PT E2SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,30.000000000000000,60.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1396 Stat. 676-684, esp. 679-81 (1889)",135524,102360,ADAMS,130,91,25,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1397 Stat. 676-684, esp. 679-81 (1889)",135527,4303150,SIOUX,130,86,23,LOT 6,A,COMMON SCHOOLS,COMMON SCHOOLS,19.600000000000001,19.600000000000001,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1398 Stat. 676-684, esp. 679-81 (1889)",135540,4302440,SIOUX,130,82,18,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1399 Stat. 676-684, esp. 679-81 (1889)",135541,4302430,SIOUX,130,82,17,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1400 Stat. 676-684, esp. 679-81 (1889)",135543,4301160,SIOUX,129,85,10,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1401 Stat. 676-684, esp. 679-81 (1889)",135555,4300350,SIOUX,129,81,5,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,81.359999999999999,162.719999999999999,Y,RONALD HETTICH
ND,Commissioner of University and School Lands,Subsurface,"1402 Stat. 676-684, esp. 679-81 (1889)",135558,4301780,SIOUX,129,89,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1403 Stat. 676-684, esp. 679-81 (1889)",135562,4300330,SIOUX,129,81,2,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1404 Stat. 676-684, esp. 679-81 (1889)",135563,4301770,SIOUX,129,89,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1405 Stat. 676-684, esp. 679-81 (1889)",135564,4300320,SIOUX,129,81,2,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1406 Stat. 676-684, esp. 679-81 (1889)",135569,4300840,SIOUX,129,84,11,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1407 Stat. 676-684, esp. 679-81 (1889)",135573,4300830,SIOUX,129,84,11,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1408 Stat. 676-684, esp. 679-81 (1889)",135575,4300880,SIOUX,129,84,12,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1409 Stat. 676-684, esp. 679-81 (1889)",135577,4300870,SIOUX,129,84,12,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1410 Stat. 676-684, esp. 679-81 (1889)",135616,4303940,SIOUX,132,80,21,NW4,Y,MAYVILLE,MAYVILLE,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1411 Stat. 676-684, esp. 679-81 (1889)",135639,4303440,SIOUX,131,81,34,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1412 Stat. 676-684, esp. 679-81 (1889)",135642,4303830,SIOUX,131,84,34,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1413 Stat. 676-684, esp. 679-81 (1889)",135652,4303860,SIOUX,131,84,36,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1414 Stat. 676-684, esp. 679-81 (1889)",135653,4304740,SIOUX,131,84,36,W2SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1415 Stat. 676-684, esp. 679-81 (1889)",135670,4303340,SIOUX,131,80,10,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1416 Stat. 676-684, esp. 679-81 (1889)",135672,4303330,SIOUX,131,80,10,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1417 Stat. 676-684, esp. 679-81 (1889)",135675,4301350,SIOUX,129,86,8,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1418 Stat. 676-684, esp. 679-81 (1889)",135677,4301340,SIOUX,129,86,8,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1419 Stat. 676-684, esp. 679-81 (1889)",135680,4300050,SIOUX,129,80,3,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1420 Stat. 676-684, esp. 679-81 (1889)",135682,4300010,SIOUX,129,79,6,"W2E2SW4, W2SW4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,60.000000000000000,120.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1421 Stat. 676-684, esp. 679-81 (1889)",135696,4301150,SIOUX,129,85,9,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1422 Stat. 676-684, esp. 679-81 (1889)",135701,4300530,SIOUX,129,82,9,NW4,C,CAPITOL BUILDING,CAPITOL BUILDING,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1423 Stat. 676-684, esp. 679-81 (1889)",135704,4301170,SIOUX,129,85,10,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1424 Stat. 676-684, esp. 679-81 (1889)",135757,4304110,SIOUX,132,82,20,E2SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1425 Stat. 676-684, esp. 679-81 (1889)",135796,4303640,SIOUX,131,83,11,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1426 Stat. 676-684, esp. 679-81 (1889)",135802,4303630,SIOUX,131,83,11,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,8.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1427 Stat. 676-684, esp. 679-81 (1889)",135813,4301180,SIOUX,129,85,12,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1428 Stat. 676-684, esp. 679-81 (1889)",135816,4301560,SIOUX,129,87,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1429 Stat. 676-684, esp. 679-81 (1889)",135818,4301550,SIOUX,129,87,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1430 Stat. 676-684, esp. 679-81 (1889)",135819,4300360,SIOUX,129,81,9,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,Y,RONALD HETTICH
ND,Commissioner of University and School Lands,Subsurface,"1431 Stat. 676-684, esp. 679-81 (1889)",135821,4301800,SIOUX,129,89,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1432 Stat. 676-684, esp. 679-81 (1889)",135824,4300380,SIOUX,129,81,11,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1433 Stat. 676-684, esp. 679-81 (1889)",135825,4301790,SIOUX,129,89,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1434 Stat. 676-684, esp. 679-81 (1889)",135826,4300370,SIOUX,129,81,11,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1435 Stat. 676-684, esp. 679-81 (1889)",135828,4300860,SIOUX,129,84,11,E2SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,40.000000000000000,80.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1436 Stat. 676-684, esp. 679-81 (1889)",135829,4300850,SIOUX,129,84,11,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1437 Stat. 676-684, esp. 679-81 (1889)",135830,4300900,SIOUX,129,84,12,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1438 Stat. 676-684, esp. 679-81 (1889)",135831,4300890,SIOUX,129,84,12,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1439 Stat. 676-684, esp. 679-81 (1889)",135835,4301380,SIOUX,129,86,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1440 Stat. 676-684, esp. 679-81 (1889)",135837,4301370,SIOUX,129,86,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1441 Stat. 676-684, esp. 679-81 (1889)",135838,4301700,SIOUX,129,88,18,"E2SW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,79.299999999999997,158.599999999999994,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1442 Stat. 676-684, esp. 679-81 (1889)",135839,4301700,SIOUX,129,88,18,"E2SW4, LOTS 3,4",A,COMMON SCHOOLS,COMMON SCHOOLS,79.299999999999997,158.599999999999994,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1443 Stat. 676-684, esp. 679-81 (1889)",135841,4300100,SIOUX,129,80,12,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1444 Stat. 676-684, esp. 679-81 (1889)",135842,4301690,SIOUX,129,88,18,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1445 Stat. 676-684, esp. 679-81 (1889)",135851,3013560,MORTON,133,82,20,LOT 7,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,20.750000000000000,41.500000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1446 Stat. 676-684, esp. 679-81 (1889)",135854,3000110,MORTON,133,82,21,LOT 9,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,12.199999999999999,24.399999999999999,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1447 Stat. 676-684, esp. 679-81 (1889)",135855,3000140,MORTON,133,82,21,"LOTS 7,8",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,43.700000000000003,87.400000000000006,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1448 Stat. 676-684, esp. 679-81 (1889)",135922,4303460,SIOUX,131,82,11,NE4SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,20.000000000000000,40.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1449 Stat. 676-684, esp. 679-81 (1889)",135924,4303450,SIOUX,131,82,11,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1450 Stat. 676-684, esp. 679-81 (1889)",135926,4303480,SIOUX,131,82,12,"N2SW4, SW4SW4",L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,60.000000000000000,120.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1451 Stat. 676-684, esp. 679-81 (1889)",135941,1900620,GRANT,131,84,16,"LOTS 5,6",A,COMMON SCHOOLS,COMMON SCHOOLS,36.799999999999997,73.599999999999994,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1452 Stat. 676-684, esp. 679-81 (1889)",135950,4301680,SIOUX,129,88,17,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1453 Stat. 676-684, esp. 679-81 (1889)",135961,4300620,SIOUX,129,83,12,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1454 Stat. 676-684, esp. 679-81 (1889)",135962,4300610,SIOUX,129,83,12,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1455 Stat. 676-684, esp. 679-81 (1889)",135964,4301260,SIOUX,129,85,18,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1456 Stat. 676-684, esp. 679-81 (1889)",135966,4301230,SIOUX,129,85,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1457 Stat. 676-684, esp. 679-81 (1889)",135969,4300540,SIOUX,129,82,9,SW4,C,CAPITOL BUILDING,CAPITOL BUILDING,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1458 Stat. 676-684, esp. 679-81 (1889)",135972,4301220,SIOUX,129,85,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1459 Stat. 676-684, esp. 679-81 (1889)",135975,4301190,SIOUX,129,85,15,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1460 Stat. 676-684, esp. 679-81 (1889)",135981,4301250,SIOUX,129,85,16,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1461 Stat. 676-684, esp. 679-81 (1889)",136044,1901600,GRANT,132,84,36,"NW4NE4, LOTS 6,7,8",A,COMMON SCHOOLS,COMMON SCHOOLS,52.500000000000000,105.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1462 Stat. 676-684, esp. 679-81 (1889)",136047,4303990,SIOUX,132,80,28,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1463 Stat. 676-684, esp. 679-81 (1889)",136077,4303560,SIOUX,131,82,18,"E2NW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,77.420000000000002,154.840000000000003,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1464 Stat. 676-684, esp. 679-81 (1889)",136078,4303560,SIOUX,131,82,18,"E2NW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,77.420000000000002,154.840000000000003,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1465 Stat. 676-684, esp. 679-81 (1889)",136079,4303550,SIOUX,131,82,18,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1466 Stat. 676-684, esp. 679-81 (1889)",136085,4301240,SIOUX,129,85,16,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1467 Stat. 676-684, esp. 679-81 (1889)",136087,4301210,SIOUX,129,85,15,SW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1468 Stat. 676-684, esp. 679-81 (1889)",136090,4301200,SIOUX,129,85,15,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1469 Stat. 676-684, esp. 679-81 (1889)",136094,4300450,SIOUX,129,81,35,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1470 Stat. 676-684, esp. 679-81 (1889)",136096,4300460,SIOUX,129,81,36,SE4,A,COMMON SCHOOLS,COMMON SCHOOLS,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1471 Stat. 676-684, esp. 679-81 (1889)",136101,4300270,SIOUX,129,80,32,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1472 Stat. 676-684, esp. 679-81 (1889)",136102,4300290,SIOUX,129,80,33,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1473 Stat. 676-684, esp. 679-81 (1889)",136103,4300310,SIOUX,129,80,35,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1474 Stat. 676-684, esp. 679-81 (1889)",136153,4303970,SIOUX,132,80,27,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1475 Stat. 676-684, esp. 679-81 (1889)",136155,4304250,SIOUX,132,83,32,NW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1476 Stat. 676-684, esp. 679-81 (1889)",136156,4303960,SIOUX,132,80,27,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1477 Stat. 676-684, esp. 679-81 (1889)",136157,4304240,SIOUX,132,83,32,NE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1478 Stat. 676-684, esp. 679-81 (1889)",136189,4303520,SIOUX,131,82,16,NW4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1479 Stat. 676-684, esp. 679-81 (1889)",136194,4303510,SIOUX,131,82,16,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1480 Stat. 676-684, esp. 679-81 (1889)",136201,4303490,SIOUX,131,82,13,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1481 Stat. 676-684, esp. 679-81 (1889)",136273,4304410,SIOUX,133,81,24,SW4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1482 Stat. 676-684, esp. 679-81 (1889)",136276,4304400,SIOUX,133,81,24,SE4,L,BANK OF NORTH DAKOTA,BANK OF NORTH DAKOTA,80.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1483 Stat. 676-684, esp. 679-81 (1889)",114502,4002770,ROLETTE,162,72,36,NE4,A,COMMON SCHOOLS,COMMON SCHOOLS,160.000000000000000,160.000000000000000,,N/A
ND,Commissioner of University and School Lands,Subsurface,"1484 Stat. 676-684, esp. 679-81 (1889)",118728,4003260,ROLETTE,163,71,36,"E2SW4, LOTS 1,2",A,COMMON SCHOOLS,COMMON SCHOOLS,133.599999999999994,133.599999999999994,,N/A
