objectid,state,managing_agency,rights_type,state_enabling_act,comboown,activity,aliquot,acres,township,township,townd,range,section,county,benemin,gis_acres,trust_name
1450605,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,22E,36,Uintah,SCH,637.147,Public Schools
1450613,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4NE4, SE4NE4",80,7S,7,S,20E,16,Uintah,SCH,79.079,Public Schools
1450616,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4NW4,40,18S,18,S,19E,10,Grand,SCH,41.311,Public Schools
1450618,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,21E,16,Uintah,SCH,641.939,Public Schools
1450636,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,22E,10,Uintah,SCH,664.911,Public Schools
1450775,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,25E,32,Uintah,SCH,640.033,Public Schools
1450799,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, N2SE4",240,3S,3,S,2E,15,Uintah,SCH,241.116,Public Schools
1450811,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.89), 2(40.48), 3(41.13), 4(41.84), N2, N2S2 [ALL]",643.34,9S,9,S,21E,35,Uintah,SCH,645.147,Public Schools
1450829,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2N2NE4SW4 [METES & BOUNDS],10,2S,2,S,1W,16,Duchesne,SCH,10.001,Public Schools
1450856,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.27), 2(40.47), 3(40.68), 4(40.88), 5(36.76), 6(20.00), 7(0.80), S2N2, SW4, W2SE4 [ALL]",619.86,8S,8,S,20E,2,Uintah,SCH,624.636,Public Schools
1450869,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(25.14), 2(24.39), 3(23.63), 4(22.88), 5(40.00), 6(40.00), 7(40.00), 8(40.00), S2N2, S2 [ALL]",736.04,7S,7,S,22E,2,Uintah,SCH,734.365,Public Schools
1450887,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4SE4, S2SE4",120,7S,7,S,20E,36,Uintah,SCH,118.161,Public Schools
1450893,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2N2, S2",480,11S,11,S,17E,32,Duchesne,SCH,480.873,Public Schools
1450909,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.36), 2(40.44), 3(40.52), 4(40.60), S2N2, S2 [ALL]",641.92,12S,12,S,19E,2,Uintah,SCH,638.871,Public Schools
1450918,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(41.92), 2(47.42), 3(28.65), 4(12.02), 5(35.32), SE4NE4, NE4SE4 [ALL]",245.33,7S,7,S,19E,2,Uintah,SCH,290.786,Public Schools
1450930,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NE4, SE4NW4, S2",440,10S,10,S,20E,24,Uintah,SCH,444.404,Public Schools
1450934,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,17S,17,S,20E,32,Grand,SCH,632.71,Public Schools
1450941,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 4(20.50), 5(4.90), 6(39.40), 7(35.00), 8(30.50), SW4NW4, S2 [LOTS AKA PART OF S2NE4, PART OF S2N2NW4, PART OF SE4NW4]",490.3,7S,7,S,21E,2,Uintah,SCH,443.894,Public Schools
1450948,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","E2NE4NW4, S2S2SW4NW4, PART OF SW4NW4, SE4NW4 [METES & BOUNDS]",94,2S,2,S,1W,14,Uintah,UNIV,94.229,University of Utah
1450964,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.08), 2(40.18), 3(40.26), 4(40.36), S2N2, S2 [ALL]",640.88,13S,13,S,22E,2,Uintah,SCH,641.954,Public Schools
1450983,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,19E,36,Uintah,SCH,632.037,Public Schools
1451005,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SE4,40,2S,2,S,1W,34,Uintah,SCH,39.867,Public Schools
1451018,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4SW4, SW4NW4",80,1S,1,S,1W,15,Duchesne,NS,79.65,Teaching Colleges at Public Universities
1451024,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 4(26.98), 5(31.66), 6(47.47), 7(40.00), 8(40.00), 9(47.66), 10(47.51), 11(40.00) [AKA W2W2 OF THE FAR W2, W2W2]",321.28,17S,17,S,21E,6,Grand,SCH,322.69,Public Schools
1451075,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(29.99), 2(30.09), 3(30.19), 4(30.29), S2 [ALL]",440.56,15.5S,15.5,S,25E,36,Grand,SCH,439.144,Public Schools
1451079,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,22E,13,Uintah,X111,641.519,Recreation Exchange
1451095,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(40.41), 3(40.65), 4(40.89), SW4NW4 [AKA NW4NE4, N2NW4]",161.95,3S,3,S,2W,1,Duchesne,SYDC,160.742,Juvenile Justice Services
1451117,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,22E,16,Uintah,SCH,640.249,Public Schools
1451122,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2, NE4SW4, N2SE4, SW4SE4",480,9S,9,S,21E,25,Uintah,SCH,477.75,Public Schools
1451141,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NE4, N2SE4, SE4SE4",200,1S,1,S,1W,35,Uintah,SCH,199.909,Public Schools
1451144,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.84), 2(40.67), S2NE4, SE4 [LOTS AKA N2NE4]",321.51,14S,14,S,21E,5,Uintah,X111,320.415,Recreation Exchange
1451151,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.99), 2(39.98), 3(39.98), 4(39.97), S2N2, S2 [ALL]",639.92,12S,12,S,20E,2,Uintah,SCH,635.191,Public Schools
1451182,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(5.54), 4(25.89), 6(39.84), 7(39.89), SW4NE4, W2NW4, SE4NW4, S2 [LOTS AKA PART OF N2NE4, PART OF SE4NE4, PART OF NE4NW4]",591.16,15S,15,S,21E,26,Uintah,X111,580.116,Recreation Exchange
1451186,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,24E,32,Uintah,SCH,639.068,Public Schools
1451218,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,4S,4,S,2W,12,Duchesne,USH,160.343,Utah State Hospital
1451219,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(29.20), 2(37.71), S2NE4, N2NW4, SE4NW4, W2SW4, SE4SW4, NE4SE4, SW4SE4 [LOTS AKA PART OF N2NE4]",466.91,11S,11,S,24E,16,Uintah,SCH,466.47,Public Schools
1451250,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4NE4,40,1N,1,N,1E,22,Uintah,SCH,38.739,Public Schools
1451261,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2NE4,80,2S,2,S,3W,26,Duchesne,USU,80.445,Utah State University
1451262,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(32.17), 2(32.17), 3(32.18), 4(40.00), 5(40.00), 6(32.57), 7(10.46), 8(7.18), W2NE4, NW4, N2SW4 [ALL]",546.73,10S,10,S,18E,36,Uintah,SCH,547.364,Public Schools
1451282,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",S2N2,160,11S,11,S,17E,32,Duchesne,SCH,160.286,Public Schools
1451284,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.93), 2(39.94), PART OF LOT 3(34.20), S2NE4, PART OF SE4NW4 (33.74), PART OF E2SW4 (67.84), SE4 [LOTS AKA N2NE4, PART OF NE4NW4]",455.65,10S,10,S,17E,2,Uintah,SCH,430.61,Public Schools
1451323,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(20.95), 3(19.30), 5(25.05), 7(15.43) [AKA PART OF N2N2, PART OF SE4NW4]",80.73,14S,14,S,21E,20,Uintah,X111,81.703,Recreation Exchange
1451357,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,8S,8,S,23E,16,Uintah,SCH,639.235,Public Schools
1451371,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,22E,32,Uintah,SCH,642.714,Public Schools
1451375,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,22E,32,Uintah,SCH,639.755,Public Schools
1451387,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4,160,9S,9,S,21E,26,Uintah,SCH,160.976,Public Schools
1451394,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2SW4, LESS THE PORTION OF THE SE4SW4 LYING NORTH AND EAST OF THE GRAY MOUNTAIN CANAL",70,4S,4,S,3W,10,Duchesne,SCH,73.013,Public Schools
1451396,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NW4,40,3S,3,S,2W,12,Duchesne,SCH,39.385,Public Schools
1451397,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2NW4SW4, PART OF SW4SW4 [METES & BOUNDS]",59.14,1S,1,S,2E,8,Uintah,SCH,59.294,Public Schools
1451417,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, NE4NW4, S2NW4, S2",600,15S,15,S,23E,16,Uintah,SCH,598.268,Public Schools
1451419,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 1 [NE4NE4],39.89,17S,17,S,20E,3,Grand,SCH,39.915,Public Schools
1451473,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2NE4, SE4NE4, SE4",280,16S,16,S,21E,17,Grand,SCH,279.114,Public Schools
1451501,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, N2SE4, SE4SE4",280,15S,15,S,23E,34,Uintah,SCH,279.843,Public Schools
1451507,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.99), 2(39.98), 3(39.98), 4(39.96), S2N2, S2 [ALL]",639.91,14S,14,S,20E,2,Uintah,SCH,628.411,Public Schools
1451560,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","N2SW4, NW4SE4",120,2S,2,S,1W,34,Duchesne,SCH,119.609,Public Schools
1451573,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SE4SW4, SE4",200,2S,2,S,2W,23,Duchesne,SCH,201.048,Public Schools
1451589,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NW4SE4, SE4SE4",80,9S,9,S,20E,16,Uintah,SCH,78.99,Public Schools
1451615,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","W2E2, W2, SE4SE4",520,6S,6,S,25E,32,Uintah,SCH,519.132,Public Schools
1451621,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.21), 2(40.13), 3(40.04), 4(37.43), 5(37.74), 6(37.57), 7(37.28), S2NE4, SE4NW4, E2SW4, SE4 [ALL]",630.4,14S,14,S,21E,6,Uintah,X111,628.508,Recreation Exchange
1451628,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4,160,2S,2,S,1W,12,Uintah,SCH,158.536,Public Schools
1451635,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.04), 2(40.04), 3(40.04), 4(40.04), S2N2, S2 [ALL]",640.16,12S,12,S,24E,2,Uintah,SCH,638.885,Public Schools
1451640,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,2S,2,S,1W,33,Duchesne,SCH,159.676,Public Schools
1451661,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF TRACT 44, LESS ROW [AKA PART OF SW4NW4, PART OF W2SW4]",76.8,6S,6,S,19E,11,Uintah,UNIV,83.624,University of Utah
1451672,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","SW4NW4, N2NW4SW4",60,1S,1,S,2E,8,Uintah,SCH,60.393,Public Schools
1451682,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SW4NE4,40,15S,15,S,25E,33,Uintah,SCH,40.029,Public Schools
1451687,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(40.06), 2(40.69), 3(41.36), 4(41.51), N2, N2S2 [ALL]",643.62,5S,5,S,21E,32,Uintah,SCH,643.754,Public Schools
1451689,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","PART OF S2N2SW4, PART OF N2N2S2SW4, PART OF SW4SE4SW4SW4 [METES & BOUNDS]",31.92,2S,2,S,1W,22,Duchesne,RES,33.687,Reservoirs
1451703,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(34.26), 2(34.28), 3(34.28), 4(34.30), S2 [ALL]",457.12,15.5S,15.5,S,22E,32,Grand,SCH,454.647,Public Schools
1451724,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(42.45), 2(42.91), 3(43.33), 4(43.70), N2, N2S2 [ALL]",652.39,9S,9,S,21E,34,Uintah,SCH,658.492,Public Schools
1451726,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(39.62), 2(1.32), 4(14.09), 5(20.53), 6(38.93), NE4, N2NW4, SW4NW4, W2SW4, N2SE4, SE4SE4 [LOTS AKA SE4NW4, NE4E2E2NE4SW4, W2E2SW4, SW4SE4]",594.49,14S,14,S,19E,36,Uintah,SCH,589.226,Public Schools
1451728,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(29.28), 4(13.69), 6(1.25), 8(29.61), 9(37.81), SW4, S2SE4 [LOTS AKA PART OF SW4SW4NE4, PART OF S2NW4, PART OF N2SE4]	",351.64,15S,15,S,21E,25,Uintah,X111,337.356,Recreation Exchange
1451737,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,22E,16,Uintah,SCH,641.529,Public Schools
1451764,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4,160,1S,1,S,1W,12,Uintah,SCH,159.063,Public Schools
1451771,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4NE4,40,1S,1,S,4W,19,Duchesne,IB,39.621,Utah Schools for the Blind
1451787,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,19S,19,S,20E,16,Grand,SCH,668.64,Public Schools
1451853,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,20E,32,Uintah,SCH,623.9,Public Schools
1451867,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,18S,18,S,20E,32,Grand,SCH,626.155,Public Schools
1451906,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",N2,320,9S,9,S,25E,15,Uintah,SCH,324.398,Public Schools
1451916,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,17E,16,Carbon,SCH,640.846,Public Schools
1451942,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4NW4,40,1S,1,S,1E,2,Uintah,USU,40.053,Utah State University
1451948,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,17E,32,Duchesne,SCH,639.861,Public Schools
1451958,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(34.18), 3(34.10), 4(28.98), 5(33.85), 6(33.62), E2SW4, SE4 [LOTS AKA SW4NE4, S2NW4, W2SW4]",404.73,15.5S,15.5,S,22E,31,Grand,SCH,403.083,Public Schools
1451964,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,6S,6,S,23E,16,Uintah,SCH,629.986,Public Schools
1451976,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","NE4, E2NW4",240,2S,2,S,7W,10,Duchesne,SCH,237.038,Public Schools
1451980,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,9S,9,S,18E,16,Uintah,SCH,639.606,Public Schools
1452018,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,23E,16,Uintah,SCH,636.411,Public Schools
1452019,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,14S,14,S,20E,36,Uintah,SCH,626.291,Public Schools
1452118,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,15S,15,S,23E,35,Uintah,SCH,641.327,Public Schools
1452126,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 3(24.00), SW4NW4, NW4SW4 [LOT AKA PART OF SE4NW4]",104,6S,6,S,22E,7,Uintah,SCH,104.173,Public Schools
1452131,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","S2N2, S2",480,13S,13,S,21E,33,Uintah,X111,479.773,Recreation Exchange
1452136,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4SE4,40,9S,9,S,21E,25,Uintah,SCH,39.731,Public Schools
1452161,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 3(40.20), 4(40.42), E2SW4 [LOTS AKA W2SW4]",160.62,10S,10,S,21E,18,Uintah,SCH,163.544,Public Schools
1452188,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",LOT 3 [NE4NW4],39.4,3S,3,S,1W,3,Duchesne,SCH,39.447,Public Schools
1452199,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4,160,3S,3,S,1W,17,Duchesne,USU,160.569,Utah State University
1452207,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4,160,3S,3,S,5W,26,Duchesne,SCH,159.112,Public Schools
1452211,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOT 3(42.23), SE4NW4, E2SW4 [LOTS AKA NE4NW4]",162.23,3S,3,S,1E,4,Uintah,SCH,163.393,Public Schools
1452221,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,12S,12,S,24E,32,Uintah,SCH,638.667,Public Schools
1452244,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",W2,320,12S,12,S,25E,31,Uintah,X111,326.078,Recreation Exchange
1452248,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,22E,13,Uintah,SCH,637.355,Public Schools
1452252,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NW4NE4,40,9S,9,S,22E,7,Uintah,SM,40.118,College of Mines and Earth Sciences
1452272,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 2(16.62), 3(39.88), 4(31.50), 7(49.00), 8(26.00), SE4NE4, W2NW4, NE4SE4, S2SE4 [LOTS AKA PART OF NW4NE4, PART OF E2NW4, PART OF N2SW4, PART OF SW4SW4]",403,6S,6,S,21E,36,Uintah,SCH,391.828,Public Schools
1452275,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,7S,7,S,23E,16,Uintah,SCH,638.917,Public Schools
1452288,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,17S,17,S,19E,36,Grand,SCH,626.845,Public Schools
1452308,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",E2,320,12S,12,S,24E,23,Uintah,SCH,319.053,Public Schools
1452334,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,10S,10,S,17E,32,Duchesne,SCH,639.51,Public Schools
1452353,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",NE4SW4,40,2S,2,S,1W,9,Duchesne,PB,39.819,Public Buildings
1452373,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",SE4,160,13S,13,S,22E,24,Uintah,SCH,160.278,Public Schools
1452382,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals",ALL,640,13S,13,S,25E,16,Uintah,SCH,637.136,Public Schools
1452401,UT,Trust Lands Administration,Subsurface,28 Stat. 107-110 (1894),111,"Mineral Rights: Oil and gas, Coal, and Other minerals","LOTS 1(26.61), 2(26.49), 3(26.39), 4(26.27), E2, E2W2 [ALL]",585.76,10S,10,S,22E,18,Uintah,SCH,586.79,Public Schools
