gis_acres,state,managing_agency,rights_type,township,range,section,county,bene_cd,bene_abrev,aliquot,acres,state_enabling_act,object_id
651.442,UT,Trust Lands Administration,Surface,10,21,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),345
41.088,UT,Trust Lands Administration,Surface,10,21,31,Uintah,10,Public Schools,LOT 4,40.539999999999999,28 Stat. 107-110 (1894),346
41.984,UT,Trust Lands Administration,Surface,9,21,35,Uintah,10,Public Schools,LOT 4 (SW4SW4),41.840000000000003,28 Stat. 107-110 (1894),347
40.053,UT,Trust Lands Administration,Surface,15,23,28,Uintah,10,Public Schools,NW4SE4,40.000000000000000,28 Stat. 107-110 (1894),348
80.218,UT,Trust Lands Administration,Surface,6,22,4,Uintah,10,Public Schools,S2NW4,80.000000000000000,28 Stat. 107-110 (1894),349
7.567,UT,Trust Lands Administration,Surface,6,22,5,Uintah,10,Public Schools,LOT 1 (S2S2NE4NE4),7.560000000000000,28 Stat. 107-110 (1894),350
645.92,UT,Trust Lands Administration,Surface,6,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),351
39.877,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,NE4SW4,40.000000000000000,28 Stat. 107-110 (1894),352
320.929,UT,Trust Lands Administration,Surface,15,23,34,Uintah,10,Public Schools,W2,320.000000000000000,28 Stat. 107-110 (1894),353
484.188,UT,Trust Lands Administration,Surface,10,19,36,Uintah,10,Public Schools,"N2, SW4",480.000000000000000,28 Stat. 107-110 (1894),354
82.42,UT,Trust Lands Administration,Surface,9,21,31,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),355
163.544,UT,Trust Lands Administration,Surface,10,21,18,Uintah,10,Public Schools,"LOTS 3(40.20), 4(40.42), E2SW4 [LOTS AKA W2SW4]",160.620000000000005,28 Stat. 107-110 (1894),356
38.331,UT,Trust Lands Administration,Surface,9,25,30,Uintah,10,Public Schools,LOT 9 (in E2SW4),38.219999999999999,28 Stat. 107-110 (1894),357
40.396,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,SE4NW4,40.000000000000000,28 Stat. 107-110 (1894),358
40.106,UT,Trust Lands Administration,Surface,15,23,34,Uintah,10,Public Schools,SW4SE4,40.000000000000000,28 Stat. 107-110 (1894),359
39.813,UT,Trust Lands Administration,Surface,12,25,18,Uintah,10,Public Schools,NW4NE4,40.000000000000000,28 Stat. 107-110 (1894),360
40.013,UT,Trust Lands Administration,Surface,15,23,27,Uintah,10,Public Schools,SW4NW4,40.000000000000000,28 Stat. 107-110 (1894),361
7.718,UT,Trust Lands Administration,Surface,6,22,4,Uintah,10,Public Schools,LOT 1 (S2S2NE4NE4),7.990000000000000,28 Stat. 107-110 (1894),362
639.149,UT,Trust Lands Administration,Surface,15,21,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),363
40.004,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NE4NW4,40.000000000000000,28 Stat. 107-110 (1894),364
159.337,UT,Trust Lands Administration,Surface,5,21,35,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),365
27.075,UT,Trust Lands Administration,Surface,2,1,15,Duchesne,10,Public Schools,M&B (Portion of SW4NE4),27.010000000000002,28 Stat. 107-110 (1894),366
80.469,UT,Trust Lands Administration,Surface,9,21,26,Uintah,10,Public Schools,S2NE4,80.000000000000000,28 Stat. 107-110 (1894),367
212.946,UT,Trust Lands Administration,Surface,9,25,12,Uintah,10,Public Schools,"LOTS 2-4, SW4NW4, W2SW4",207.020000000000010,28 Stat. 107-110 (1894),368
325.843,UT,Trust Lands Administration,Surface,5,22,33,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),369
672.764,UT,Trust Lands Administration,Surface,19,20,15,Grand,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),370
641.088,UT,Trust Lands Administration,Surface,1,10,24,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),371
522.242,UT,Trust Lands Administration,Surface,6,23,1,Uintah,10,Public Schools,"LOTS 1(8.44), 2(8.32), 3(8.20), 4(8.08), S2N2, S2 [ALL]",513.039999999999964,28 Stat. 107-110 (1894),372
629.986,UT,Trust Lands Administration,Surface,6,23,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),373
160.976,UT,Trust Lands Administration,Surface,9,21,26,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),374
623.86,UT,Trust Lands Administration,Surface,15,21,2,Uintah,10,Public Schools,"LOTS 1-4, S2N2, S2 (ALL)",624.879999999999995,28 Stat. 107-110 (1894),375
39.738,UT,Trust Lands Administration,Surface,5,21,35,Uintah,10,Public Schools,SW4SE4,40.000000000000000,28 Stat. 107-110 (1894),376
160.677,UT,Trust Lands Administration,Surface,9,21,35,Uintah,10,Public Schools,NW4,160.000000000000000,28 Stat. 107-110 (1894),377
631.49,UT,Trust Lands Administration,Surface,11,11,2,Duchesne,10,Public Schools,"LOTS 1-4, S2N2, S2 (ALL)",629.940000000000055,28 Stat. 107-110 (1894),378
41.736,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,LOT 2 (SW4NW4),40.969999999999999,28 Stat. 107-110 (1894),379
39.927,UT,Trust Lands Administration,Surface,9,21,35,Uintah,10,Public Schools,LOT 1 (SE4SE4),39.890000000000001,28 Stat. 107-110 (1894),380
44.021,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,LOT 1 (SW4SW4),44.060000000000002,28 Stat. 107-110 (1894),381
40.052,UT,Trust Lands Administration,Surface,15,23,28,Uintah,10,Public Schools,NE4SE4,40.000000000000000,28 Stat. 107-110 (1894),382
41.818,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,LOT 3 (NW4SW4),41.020000000000003,28 Stat. 107-110 (1894),383
481.678,UT,Trust Lands Administration,Surface,15,23,33,Uintah,10,Public Schools,"W2, SE4",480.000000000000000,28 Stat. 107-110 (1894),384
160.228,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),385
28.86,UT,Trust Lands Administration,Surface,15,22,31,Grand,10,Public Schools,LOT 4 (SW4NW4),28.980000000000000,28 Stat. 107-110 (1894),386
257.333,UT,Trust Lands Administration,Surface,7,25,36,Uintah,10,Public Schools,ALL,257.759999999999991,28 Stat. 107-110 (1894),387
637.869,UT,Trust Lands Administration,Surface,8,23,2,Uintah,10,Public Schools,ALL,638.159999999999968,28 Stat. 107-110 (1894),388
40.536,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,SE4NW4,40.000000000000000,28 Stat. 107-110 (1894),389
620.34,UT,Trust Lands Administration,Surface,10,24,1,Uintah,10,Public Schools,"LOTS 1(40.62), 2(40.61), 3(40.61), 4(40.60), 5(38.86), S2NE4, SE4NW4, N2SW4, N2S2SW4, SW4SW4SW4, W2SE4SW4SW4, SE4SE4SW4, SE4 [AKA N2N2, SW4NW4]",626.299999999999955,28 Stat. 107-110 (1894),390
624.587,UT,Trust Lands Administration,Surface,14,22,2,Uintah,10,Public Schools,"LOTS 1(36.02), 2(36.05), 3(36.09), 4(36.12), S2N2, S2 [ALL]",624.279999999999973,28 Stat. 107-110 (1894),391
320.176,UT,Trust Lands Administration,Surface,15,23,27,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),392
625.357,UT,Trust Lands Administration,Surface,10,22,2,Uintah,10,Public Schools,"LOTS 1(40.77), 2(40.70), 3(40.64), 4(40.57), 5(39.92), 6(2.28), 7(15.45), 8(39.92), S2N2, N2S2, SE4SE4 [ALL]",620.250000000000000,28 Stat. 107-110 (1894),393
79.231,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,E2SW4,80.000000000000000,28 Stat. 107-110 (1894),394
79.747,UT,Trust Lands Administration,Surface,15,21,33,Uintah,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),395
35.314,UT,Trust Lands Administration,Surface,9,25,30,Uintah,10,Public Schools,LOT 13 (SW4SE4),35.380000000000003,28 Stat. 107-110 (1894),396
325.13,UT,Trust Lands Administration,Surface,10,21,28,Uintah,10,Public Schools,S2,320.000000000000000,28 Stat. 107-110 (1894),397
639.439,UT,Trust Lands Administration,Surface,14,24,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),398
637.796,UT,Trust Lands Administration,Surface,14,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),399
641.474,UT,Trust Lands Administration,Surface,15,23,25,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),400
81.368,UT,Trust Lands Administration,Surface,10,22,7,Uintah,10,Public Schools,E2NW4,80.000000000000000,28 Stat. 107-110 (1894),401
202,UT,Trust Lands Administration,Surface,10,20,24,Uintah,10,Public Schools,"N2N2, SW4NW4",200.000000000000000,28 Stat. 107-110 (1894),402
40.012,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,NE4NW4,40.000000000000000,28 Stat. 107-110 (1894),403
510.296,UT,Trust Lands Administration,Surface,6,23,2,Uintah,10,Public Schools,"LOTS 1(7.90), 2(7.74), 3(7.58), 4(7.42), S2N2, S2 [ALL]",510.639999999999986,28 Stat. 107-110 (1894),404
41.881,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,LOT 2,40.939999999999998,28 Stat. 107-110 (1894),405
160.083,UT,Trust Lands Administration,Surface,15,23,27,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),406
430.61,UT,Trust Lands Administration,Surface,10,17,2,Uintah,10,Public Schools,"LOTS 1, 2, PART OF LOT 3, S2NE4, PART OF SE4NW4, PART OF E2SW4, SE4",455.649999999999977,28 Stat. 107-110 (1894),407
636.804,UT,Trust Lands Administration,Surface,15,22,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),408
77.938,UT,Trust Lands Administration,Surface,18,20,28,Grand,10,Public Schools,S2SW4,80.000000000000000,28 Stat. 107-110 (1894),409
639.197,UT,Trust Lands Administration,Surface,7,24,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),410
645.928,UT,Trust Lands Administration,Surface,1,9,17,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),411
40.43,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,NE4NW4,40.000000000000000,28 Stat. 107-110 (1894),412
40.539,UT,Trust Lands Administration,Surface,9,22,31,Uintah,10,Public Schools,NE4SW4,40.000000000000000,28 Stat. 107-110 (1894),413
41.545,UT,Trust Lands Administration,Surface,10,21,31,Uintah,10,Public Schools,LOT 3,40.960000000000001,28 Stat. 107-110 (1894),414
164.424,UT,Trust Lands Administration,Surface,10,21,31,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),415
137.581,UT,Trust Lands Administration,Surface,6,20,2,Uintah,10,Public Schools,"LOTS 1(6.61), 2(6.71), SE4NE4, E2SE4 [LOTS AKA N2NE4]",133.319999999999993,28 Stat. 107-110 (1894),416
164.175,UT,Trust Lands Administration,Surface,10,21,13,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),417
598.843,UT,Trust Lands Administration,Surface,1,10,26,Wasatch,10,Public Schools,"N2, N2SW4, SE4SW4, SE4",600.000000000000000,28 Stat. 107-110 (1894),418
638.026,UT,Trust Lands Administration,Surface,1,10,14,Wasatch,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),419
119.431,UT,Trust Lands Administration,Surface,1,10,16,Wasatch,10,Public Schools,"E2NE4, NE4SE4",120.000000000000000,28 Stat. 107-110 (1894),420
159.866,UT,Trust Lands Administration,Surface,12,25,8,Uintah,10,Public Schools,S2S2,160.000000000000000,28 Stat. 107-110 (1894),421
639.483,UT,Trust Lands Administration,Surface,11,23,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),422
31,UT,Trust Lands Administration,Surface,6,22,9,Uintah,10,Public Schools,LOT 5 (SW4SE4),30.399999999999999,28 Stat. 107-110 (1894),423
640.369,UT,Trust Lands Administration,Surface,12,23,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),424
639.754,UT,Trust Lands Administration,Surface,11,22,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),425
26.66,UT,Trust Lands Administration,Surface,9,25,33,Uintah,10,Public Schools,LOT 4 (NW4SE4),27.149999999999999,28 Stat. 107-110 (1894),426
43.643,UT,Trust Lands Administration,Surface,6,22,6,Uintah,10,Public Schools,LOT 5 (SW4NW4),40.000000000000000,28 Stat. 107-110 (1894),427
628.411,UT,Trust Lands Administration,Surface,14,20,2,Uintah,10,Public Schools,"LOTS 1(39.99), 2(39.98), 3(39.98), 4(39.96), S2N2, S2 [ALL]",639.909999999999968,28 Stat. 107-110 (1894),428
641.327,UT,Trust Lands Administration,Surface,15,23,35,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),429
41.295,UT,Trust Lands Administration,Surface,6,22,9,Uintah,10,Public Schools,SE4SE4,40.000000000000000,28 Stat. 107-110 (1894),430
640.987,UT,Trust Lands Administration,Surface,11,17,16,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),431
39.83,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,SW4SE4,40.000000000000000,28 Stat. 107-110 (1894),432
39.87,UT,Trust Lands Administration,Surface,1,8,33,Duchesne,5,Miners Hospital,SE4SE4,40.000000000000000,28 Stat. 107-110 (1894),433
410.506,UT,Trust Lands Administration,Surface,15,23,28,Uintah,10,Public Schools,"N2, N2SW4, NW4SW4SW4",410.000000000000000,28 Stat. 107-110 (1894),434
40.015,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,SE4NE4,40.000000000000000,28 Stat. 107-110 (1894),435
319.282,UT,Trust Lands Administration,Surface,12,24,14,Uintah,10,Public Schools,E2,320.000000000000000,28 Stat. 107-110 (1894),436
636.016,UT,Trust Lands Administration,Surface,10,19,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),437
40.952,UT,Trust Lands Administration,Surface,6,22,15,Uintah,10,Public Schools,NW4NW4,40.000000000000000,28 Stat. 107-110 (1894),438
82.621,UT,Trust Lands Administration,Surface,6,22,9,Uintah,10,Public Schools,N2SE4,80.000000000000000,28 Stat. 107-110 (1894),439
639.008,UT,Trust Lands Administration,Surface,14,22,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),440
80.244,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,S2NW4,80.000000000000000,28 Stat. 107-110 (1894),441
246.087,UT,Trust Lands Administration,Surface,1,8,19,Duchesne,10,Public Schools,"LOTS 1(35.14), 2(35.22), 4(35.38), S2NE4NW4, SE4NW4, E2SW4 [LOTS AKA W2NW4, SW4SW4]",245.740000000000009,28 Stat. 107-110 (1894),442
582.283,UT,Trust Lands Administration,Surface,11,14,2,Duchesne,10,Public Schools,ALL,581.500000000000000,28 Stat. 107-110 (1894),443
34.579,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,LOT 1 (NE4NW4),34.490000000000002,28 Stat. 107-110 (1894),444
27.296,UT,Trust Lands Administration,Surface,9,22,31,Uintah,10,Public Schools,LOT 1,27.980000000000000,28 Stat. 107-110 (1894),445
39.976,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,NW4SW4,40.000000000000000,28 Stat. 107-110 (1894),446
31.974,UT,Trust Lands Administration,Surface,17,21,6,Grand,10,Public Schools,LOT 5 (W of NW4NW4),31.660000000000000,28 Stat. 107-110 (1894),447
40.422,UT,Trust Lands Administration,Surface,6,22,3,Uintah,10,Public Schools,SE4NW4,40.000000000000000,28 Stat. 107-110 (1894),448
40.005,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,SE4NW4,40.000000000000000,28 Stat. 107-110 (1894),449
26.476,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,LOT 3,26.390000000000001,28 Stat. 107-110 (1894),450
80.066,UT,Trust Lands Administration,Surface,10,22,18,Uintah,10,Public Schools,S2SE4,80.000000000000000,28 Stat. 107-110 (1894),451
159.723,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),452
33.273,UT,Trust Lands Administration,Surface,9,25,33,Uintah,10,Public Schools,LOT 3 (NE4SW4),33.820000000000000,28 Stat. 107-110 (1894),453
41.653,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,NW4SW4,40.000000000000000,28 Stat. 107-110 (1894),454
318.65,UT,Trust Lands Administration,Surface,1,8,33,Duchesne,6,Teaching Colleges at Public Universities,W2,320.000000000000000,28 Stat. 107-110 (1894),455
638.272,UT,Trust Lands Administration,Surface,13,25,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),456
638.58,UT,Trust Lands Administration,Surface,12,23,2,Uintah,10,Public Schools,"LOTS 1(39.63), 2(39.68), 3(39.74), 4(39.79), S2N2, S2 [ALL]",638.840000000000032,28 Stat. 107-110 (1894),457
162.567,UT,Trust Lands Administration,Surface,6,22,3,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),458
639.757,UT,Trust Lands Administration,Surface,10,25,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),459
159.099,UT,Trust Lands Administration,Surface,6,22,5,Uintah,10,Public Schools,S2N2,160.000000000000000,28 Stat. 107-110 (1894),460
639.178,UT,Trust Lands Administration,Surface,14,21,2,Uintah,10,Public Schools,ALL,641.440000000000055,28 Stat. 107-110 (1894),461
40.909,UT,Trust Lands Administration,Surface,9,21,31,Uintah,10,Public Schools,NE4SW4,40.000000000000000,28 Stat. 107-110 (1894),462
40.056,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NW4NW4,40.000000000000000,28 Stat. 107-110 (1894),463
80.119,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,S2NW4,80.000000000000000,28 Stat. 107-110 (1894),464
80.163,UT,Trust Lands Administration,Surface,1,8,33,Duchesne,5,Miners Hospital,W2NE4,80.000000000000000,28 Stat. 107-110 (1894),465
79.087,UT,Trust Lands Administration,Surface,10,22,10,Uintah,10,Public Schools,N2NE4,80.000000000000000,28 Stat. 107-110 (1894),466
159.47,UT,Trust Lands Administration,Surface,10,22,12,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),467
627.462,UT,Trust Lands Administration,Surface,9,23,2,Uintah,10,Public Schools,"LOTS 1(36.11), 2(36.14), 3(36.16), 4(36.19), S2N2, S2 [ALL]",624.600000000000023,28 Stat. 107-110 (1894),468
650.907,UT,Trust Lands Administration,Surface,8,21,2,Uintah,10,Public Schools,"LOTS 1(40.58), 2(40.52), 3(40.48), 4(40.42), S2N2, S2 [ALL]",642.000000000000000,28 Stat. 107-110 (1894),469
80.681,UT,Trust Lands Administration,Surface,10,21,31,Uintah,10,Public Schools,E2SW4,80.000000000000000,28 Stat. 107-110 (1894),470
79.77,UT,Trust Lands Administration,Surface,9,22,29,Uintah,10,Public Schools,W2NW4,80.000000000000000,28 Stat. 107-110 (1894),471
161.971,UT,Trust Lands Administration,Surface,10,21,30,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),472
211.468,UT,Trust Lands Administration,Surface,11,13,2,Duchesne,10,Public Schools,"LOTS 1(16.91), 2(8.57), 3(30.53), 4(41.47), 5(34.64), S2SW4 [ALL]",212.120000000000005,28 Stat. 107-110 (1894),473
42.601,UT,Trust Lands Administration,Surface,10,21,31,Uintah,10,Public Schools,SE4NW4,40.000000000000000,28 Stat. 107-110 (1894),474
40.23,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,NW4NW4,40.000000000000000,28 Stat. 107-110 (1894),475
637.487,UT,Trust Lands Administration,Surface,1,9,23,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),476
79.36,UT,Trust Lands Administration,Surface,12,25,20,Uintah,10,Public Schools,W2NE4,80.000000000000000,28 Stat. 107-110 (1894),477
157.651,UT,Trust Lands Administration,Surface,12,25,19,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),478
40.587,UT,Trust Lands Administration,Surface,9,21,35,Uintah,10,Public Schools,LOT 2 (SW4SE4),40.479999999999997,28 Stat. 107-110 (1894),479
45.443,UT,Trust Lands Administration,Surface,10,21,1,Uintah,10,Public Schools,LOT 2 (NW4NE4),42.719999999999999,28 Stat. 107-110 (1894),480
480.87,UT,Trust Lands Administration,Surface,10,24,2,Uintah,10,Public Schools,"LOTS 1-4, LOT 6, S2NW4, SW4, S2SE4",489.060000000000002,28 Stat. 107-110 (1894),481
20.026,UT,Trust Lands Administration,Surface,9,25,33,Uintah,10,Public Schools,LOT 5 (N2NE4SE4),20.489999999999998,28 Stat. 107-110 (1894),482
39.984,UT,Trust Lands Administration,Surface,9,25,30,Uintah,10,Public Schools,SE4NE4,40.000000000000000,28 Stat. 107-110 (1894),483
160.063,UT,Trust Lands Administration,Surface,13,21,16,Uintah,10,Public Schools,E2E2,160.000000000000000,28 Stat. 107-110 (1894),484
326.078,UT,Trust Lands Administration,Surface,12,25,31,Uintah,10,Public Schools,W2,320.000000000000000,28 Stat. 107-110 (1894),485
39.925,UT,Trust Lands Administration,Surface,9,21,33,Uintah,10,Public Schools,SW4NE4,40.000000000000000,28 Stat. 107-110 (1894),486
640.544,UT,Trust Lands Administration,Surface,15,23,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),487
81.136,UT,Trust Lands Administration,Surface,10,22,11,Uintah,10,Public Schools,N2NE4,80.000000000000000,28 Stat. 107-110 (1894),488
159.572,UT,Trust Lands Administration,Surface,10,22,24,Uintah,10,Public Schools,NE4,160.000000000000000,28 Stat. 107-110 (1894),489
638.182,UT,Trust Lands Administration,Surface,12,25,32,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),490
41.123,UT,Trust Lands Administration,Surface,10,22,24,Uintah,10,Public Schools,NE4SE4,40.000000000000000,28 Stat. 107-110 (1894),491
160.035,UT,Trust Lands Administration,Surface,13,22,26,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),492
50.724,UT,Trust Lands Administration,Surface,9,21,31,Uintah,10,Public Schools,LOT 8 (SE4SE4),49.270000000000003,28 Stat. 107-110 (1894),493
7.678,UT,Trust Lands Administration,Surface,6,22,6,Uintah,10,Public Schools,LOT 2 (S2S2NW4NE4),8.750000000000000,28 Stat. 107-110 (1894),494
39.839,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NE4NE4,40.000000000000000,28 Stat. 107-110 (1894),495
159.984,UT,Trust Lands Administration,Surface,10,22,19,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),496
663.907,UT,Trust Lands Administration,Surface,10,21,2,Uintah,10,Public Schools,"LOTS 1(42.90), 2(42.62), 3(42.34), 4(42.06), S2N2, S2 [ALL]",649.919999999999959,28 Stat. 107-110 (1894),497
640.228,UT,Trust Lands Administration,Surface,10,20,25,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),498
161.104,UT,Trust Lands Administration,Surface,15,21,33,Grand,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),499
860.461,UT,Trust Lands Administration,Surface,19,19,2,Grand,10,Public Schools,"LOTS 1-12, S2N2, S2 (ALL)",868.639999999999986,28 Stat. 107-110 (1894),500
160.016,UT,Trust Lands Administration,Surface,9,22,31,Uintah,10,Public Schools,W2E2,160.000000000000000,28 Stat. 107-110 (1894),501
141.173,UT,Trust Lands Administration,Surface,9,25,13,Uintah,10,Public Schools,"LOTS 1-2, W2NW4",138.360000000000014,28 Stat. 107-110 (1894),502
79.936,UT,Trust Lands Administration,Surface,9,21,25,Uintah,10,Public Schools,S2SW4,80.000000000000000,28 Stat. 107-110 (1894),503
80.068,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,S2SW4,80.000000000000000,28 Stat. 107-110 (1894),504
40.099,UT,Trust Lands Administration,Surface,10,22,13,Uintah,10,Public Schools,NE4NE4,40.000000000000000,28 Stat. 107-110 (1894),505
40.85,UT,Trust Lands Administration,Surface,6,22,11,Uintah,10,Public Schools,NW4SE4,40.000000000000000,28 Stat. 107-110 (1894),506
79.394,UT,Trust Lands Administration,Surface,1,8,33,Duchesne,9,Reservoirs,W2SE4,80.000000000000000,28 Stat. 107-110 (1894),507
631.795,UT,Trust Lands Administration,Surface,14,23,2,Uintah,10,Public Schools,ALL,636.000000000000000,28 Stat. 107-110 (1894),508
7.495,UT,Trust Lands Administration,Surface,6,22,6,Uintah,10,Public Schools,LOT 1 (S2S2NE4NE4),8.730000000000000,28 Stat. 107-110 (1894),509
315.587,UT,Trust Lands Administration,Surface,1,8,21,Duchesne,9,Reservoirs,S2,320.000000000000000,28 Stat. 107-110 (1894),510
160.117,UT,Trust Lands Administration,Surface,15,23,22,Uintah,10,Public Schools,SW4,160.000000000000000,28 Stat. 107-110 (1894),511
35.564,UT,Trust Lands Administration,Surface,1,8,30,Duchesne,5,Miners Hospital,SW4NW4 (LOT 2),35.479999999999997,28 Stat. 107-110 (1894),512
34.186,UT,Trust Lands Administration,Surface,15,22,33,Grand,10,Public Schools,LOT 3 (SE4NW4),34.390000000000001,28 Stat. 107-110 (1894),513
654.602,UT,Trust Lands Administration,Surface,10,20,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),514
637.136,UT,Trust Lands Administration,Surface,13,25,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),515
638.397,UT,Trust Lands Administration,Surface,1,9,26,Duchesne,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),516
359.659,UT,Trust Lands Administration,Surface,12,23,16,Uintah,10,Public Schools,"N2, NW4SW4",360.000000000000000,28 Stat. 107-110 (1894),517
40.061,UT,Trust Lands Administration,Surface,10,22,25,Uintah,10,Public Schools,NE4SW4,40.000000000000000,28 Stat. 107-110 (1894),518
160.415,UT,Trust Lands Administration,Surface,10,22,12,Uintah,10,Public Schools,NW4,160.000000000000000,28 Stat. 107-110 (1894),519
640.137,UT,Trust Lands Administration,Surface,14,24,16,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),520
644.972,UT,Trust Lands Administration,Surface,14,23,36,Uintah,10,Public Schools,ALL,640.000000000000000,28 Stat. 107-110 (1894),521
39.876,UT,Trust Lands Administration,Surface,15,21,33,Uintah,10,Public Schools,SW4SW4,40.000000000000000,28 Stat. 107-110 (1894),522
161.503,UT,Trust Lands Administration,Surface,10,20,24,Uintah,10,Public Schools,SE4,160.000000000000000,28 Stat. 107-110 (1894),523
40.01,UT,Trust Lands Administration,Surface,15,23,27,Uintah,10,Public Schools,NW4NW4,40.000000000000000,28 Stat. 107-110 (1894),524
80.955,UT,Trust Lands Administration,Surface,10,21,19,Uintah,10,Public Schools,E2SW4,80.000000000000000,28 Stat. 107-110 (1894),525
